bron_sbi_code|bron_omschrijving|cbs_sbi_code|q1|q2|q3
47763|Winkels in dieren, dierbenodigdheden en hengelsportartikelen|47763|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Winkels in dieren, dierbenodigdheden en hengelsportartikelen
4777|Winkels in juweliersartikelen en uurwerken|4777|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Winkels in juweliersartikelen en uurwerken
47781|Winkels in fotografische artikelen|47781|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Winkels in fotografische artikelen
47782|Winkels in optische artikelen|47782|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Winkels in optische artikelen
47783|Winkels in schilderijen, lijsten, prenten, kunstvoorwerpen en religieuze artikelen|47783|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Winkels in schilderijen, lijsten, prenten, kunstvoorwerpen en religieuze artikelen
47789|Winkels gespecialiseerd in overige artikelen n.e.g.|47789|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Winkels gespecialiseerd in overige artikelen (rest)
47791|Winkels in antiek|47791|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Winkels in antiek
47792|Winkels in tweedehands kleding|47792|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Winkels in tweedehands kleding
47793|Winkels in tweedehands goederen (geen kleding)|47793|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Winkels in tweedehands goederen (geen kleding)
47811|Markthandel in aardappelen, groenten en fruit|47811|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Markthandel in aardappelen, groenten en fruit
47819|Markthandel in overige voedings- en genotmiddelen|47819|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Markthandel in overige voedings- en genotmiddelen
4782|Markthandel in textiel, kleding en schoenen|4782|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Markthandel in textiel, kleding en schoenen
47891|Markthandel in bloemen, planten, zaden en tuinbenodigdheden|47891|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Markthandel in bloemen, planten, zaden en tuinbenodigdheden
47892|Markthandel in tweedehands goederen|47892|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Markthandel in tweedehands goederen
47899|Markthandel in overige goederen|47899|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Markthandel in overige goederen
47911|Detailhandel via internet in voedingsmiddelen en drogisterijwaren|47911|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Detailhandel via internet in voedingsmiddelen en drogisterijwaren
47911|Detailhandel via postorder en internet voedingsmiddelen en drogisterijwaren|47911|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Detailhandel via internet in voedingsmiddelen en drogisterijwaren
47912|Detailhandel via internet in consumentenelektronica|47912|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Detailhandel via internet in consumentenelektronica
47912|Detailhandel via postorder en internet in consumentenelektronica|47912|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Detailhandel via internet in consumentenelektronica
47913|Detailhandel via internet in boeken, tijdschriften, cd's, dvd's|47913|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Detailhandel via internet in boeken, tijdschriften, cd’s, dvd’s
47913|Detailhandel via postorder en internet in boeken, tijdschriften, cd's, dvd's|47913|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Detailhandel via internet in boeken, tijdschriften, cd’s, dvd’s
47914|Detailhandel via internet in kleding en mode-artikelen|47914|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Detailhandel via internet in kleding en mode-artikelen
47914|Detailhandel via postorder en internet in kleding en mode-artikelen|47914|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Detailhandel via internet in kleding en mode-artikelen
47915|Detailhandel via internet in huis- en tuinartikelen|47915|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Detailhandel via internet in huis- en tuinartikelen
47915|Detailhandel via postorder en internet in huis- en tuinartikelen|47915|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Detailhandel via internet in huis- en tuinartikelen
47916|Detailhandel via internet in vrijetijdsartikelen|47916|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Detailhandel via internet in vrijetijdsartikelen
47916|Detailhandel via postorder en internet in vrijetijdsartikelen|47916|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Detailhandel via internet in vrijetijdsartikelen
47918|Detailhandel via internet in overige non-food|47918|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Detailhandel via internet in overige non-food
47918|Gespecialiseerde detailhandel via postorder en internet in overige non-food|47918|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Detailhandel via internet in overige non-food
47919|Detailhandel via internet in een algemeen assortiment non-food|47919|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Detailhandel via internet in een algemeen assortiment non-food
47919|Detailhandel via postorder en internet in een algemeen assortiment non-food|47919|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Detailhandel via internet in een algemeen assortiment non-food
47991|Colportage|47991|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Colportage
47992|Straathandel|47992|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Straathandel
47999|Detailhandel via overige distributievormen|47999|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Detailhandel via overige distributievormen
4910|Personenvervoer per spoor (geen tram of metro)|4910|handel, vervoer, opslag|vervoer|Personenvervoer per spoor (geen tram of metro)
4920|Goederenvervoer per spoor|4920|handel, vervoer, opslag|vervoer|Goederenvervoer per spoor
4931|Openbaar vervoer binnen steden|4931|handel, vervoer, opslag|vervoer|Openbaar vervoer binnen steden
4932|Vervoer per taxi|4932|handel, vervoer, opslag|vervoer|Vervoer per taxi
49391|Ongeregeld personenvervoer over de weg|49391|handel, vervoer, opslag|vervoer|Ongeregeld personenvervoer over de weg
49392|Openbaar interlokaal personenvervoer over de weg|49392|handel, vervoer, opslag|vervoer|Openbaar interlokaal personenvervoer over de weg
49393|Geregeld besloten personenvervoer over de weg|49393|handel, vervoer, opslag|vervoer|Geregeld besloten personenvervoer over de weg
4941|Goederenvervoer over de weg (geen verhuizingen)|4941|handel, vervoer, opslag|vervoer|Goederenvervoer over de weg (geen verhuizingen)
4942|Verhuisvervoer|4942|handel, vervoer, opslag|vervoer|Verhuisvervoer
4950|Transport via pijpleidingen|4950|handel, vervoer, opslag|vervoer|Transport via pijpleidingen
5010|Zee- en kustvaart (passagiersvaart en veerdiensten)|5010|handel, vervoer, opslag|vervoer|Zee- en kustvaart (passagiersvaart en veerdienst)
50201|Zee- en kustvaart (vracht- en tankvaart; geen sleepvaart)|50201|handel, vervoer, opslag|vervoer|Zee- en kustvaart (vracht- en tankvaart; geen sleepvaart)
50202|Zee- en kustsleepvaart|50202|handel, vervoer, opslag|vervoer|Zee- en kustsleepvaart
5030|Binnenvaart (passagiersvaart en veerdiensten)|5030|handel, vervoer, opslag|vervoer|Binnenvaart (passagiersvaart en veerdiensten)
50401|Binnenvaart (vrachtvaart)|50401|handel, vervoer, opslag|vervoer|Binnenvaart (vrachtvaart)
50402|Binnenvaart (tankvaart)|50402|handel, vervoer, opslag|vervoer|Binnenvaart (tankvaart)
50403|Binnenvaart (sleep- en duwvaart)|50403|handel, vervoer, opslag|vervoer|Binnenvaart (sleep- en duwvaart)
5110|Personenvervoer door de lucht|5110|handel, vervoer, opslag|vervoer|Personenvervoer door de lucht
5121|Goederenvervoer door de lucht|5121|handel, vervoer, opslag|vervoer|Goederenvervoer door de lucht
52101|Opslag in tanks|52101|handel, vervoer, opslag|opslag|Opslag in tanks
52102|Opslag in koelhuizen e.d.|52102|handel, vervoer, opslag|opslag|Opslag in koelhuizen e.d.
52109|Opslag in distributiecentra en overige opslag (niet in tanks, koelhuizen e.d.)|52109|handel, vervoer, opslag|opslag|Opslag in distributiecentra en overige opslag (niet in tanks, koelhuizen e.d.)
5221|Dienstverlening voor vervoer over land|5221|handel, vervoer, opslag|dienstverlening vervoer|Dienstverlening voor vervoer over land
5222|Dienstverlening voor vervoer over water|5222|handel, vervoer, opslag|dienstverlening vervoer|Dienstverlening voor vervoer over water
5223|Dienstverlening voor de luchtvaart|5223|handel, vervoer, opslag|dienstverlening vervoer|Dienstverlening voor de luchtvaart
52241|Laad-, los- en overslagactiviteiten voor zeevaart|52241|handel, vervoer, opslag|dienstverlening vervoer|Laad-, los- en overslagactiviteiten voor zeevaart
52242|Laad-, los- en overslagactiviteiten niet voor zeevaart|52242|handel, vervoer, opslag|dienstverlening vervoer|Laad-, los- en overslagactiviteiten niet voor zeevaart
52291|Expediteurs, cargadoors, bevrachters en andere tussenpersonen in het goederenvervoer|52291|handel, vervoer, opslag|dienstverlening vervoer|Expediteurs, cargadoors, bevrachters en andere tussenpersonen in het goederenvervoer
52292|Weging en meting|52292|handel, vervoer, opslag|dienstverlening vervoer|Weging en meting
5310|Nationale post met universele dienstverplichting|5310|overige niet hierboven genoemd|overige|Nationale post met universele dienstverplichting
53201|Post zonder universele dienstverplichting|53201|overige niet hierboven genoemd|overige|Post zonder universele dienstverplichting
53202|Koeriers|53202|handel, vervoer, opslag|vervoer|Koeriers
55101|Hotel-restaurants|55101|horeca|hotel-restaurant|Hotel-restaurants
55102|Hotels (geen hotel-restaurants), pensions en conferentie-oorden|55102|horeca|hotel, pension|Hotels (geen hotel-restaurants), pensions en conferentie-oorden
55201|Verhuur van vakantiehuisjes en appartementen|55201|cultuur, sport, recreatie|recreatie|Verhuur van vakantiehuisjes en appartementen
55202|Jeugdherbergen en vakantiekampen|55202|cultuur, sport, recreatie|recreatie|Jeugdherbergen en vakantiekampen
5530|Kampeerterreinen|5530|cultuur, sport, recreatie|recreatie|Kampeerterreinen
5590|Overige logiesverstrekking|5590|horeca|overig, te weten|Overige logiesverstrekking
56101|Restaurants|56101|horeca|restaurant, café-restaurant|Restaurants
56102|Cafetaria's, lunchrooms, snackbars, ijssalons, eetkramen e.d.|56102|horeca|cafetaria, snackbar, ijssalon|Fastfoodrestaurants, cafetaria's, ijssalons, eetkramen e.d.
5621|Eventcatering|5621|horeca|kantine, catering|Eventcatering
5629|Kantines en contractcatering|5629|horeca|kantine, catering|Kantines en contractcatering
5630|Cafés|5630|horeca|café|Cafés
5811|Uitgeverijen van boeken|5811|informatie, telecommunicatie|uitgeverijen|Uitgeverijen van boeken
5812|Databanken|5812|overige niet hierboven genoemd|overige|Databanken
5813|Uitgeverijen van kranten|5813|informatie, telecommunicatie|uitgeverijen|Uitgeverijen van kranten
5814|Uitgeverijen van tijdschriften|5814|informatie, telecommunicatie|uitgeverijen|Uitgeverijen van tijdschriften
5819|Overige uitgeverijen (niet van software)|5819|informatie, telecommunicatie|uitgeverijen|Overige uitgeverijen (niet van software)
5821|Uitgeverijen van computerspellen|5821|informatie, telecommunicatie|uitgeverijen|Uitgeverijen van computerspellen
5829|Overige uitgeverijen van software|5829|informatie, telecommunicatie|uitgeverijen|Overige uitgeverijen van software
59111|Productie van films (geen televisiefilms)|59111|informatie, telecommunicatie|activiteiten op gebied van film, tv, radio, audio|Productie van films (geen televisiefilms)
59112|Productie van televisieprogramma's|59112|informatie, telecommunicatie|activiteiten op gebied van film, tv, radio, audio|Productie van televisieprogramma's
5912|Facilitaire activiteiten voor film- en televisieproductie|5912|informatie, telecommunicatie|activiteiten op gebied van film, tv, radio, audio|Facilitaire activiteiten voor film- en televisieproductie
5913|Distributie van films en televisieproducties|5913|informatie, telecommunicatie|activiteiten op gebied van film, tv, radio, audio|Distributie van films en televisieproducties
5914|Bioscopen|5914|informatie, telecommunicatie|activiteiten op gebied van film, tv, radio, audio|Bioscopen
5920|Maken en uitgeven van geluidsopnamen|5920|informatie, telecommunicatie|uitgeverijen|Maken en uitgeven van geluidsopnamen
6010|Radio-omroepen|6010|informatie, telecommunicatie|activiteiten op gebied van film, tv, radio, audio|Radio-omroepen
6020|Televisie-omroepen|6020|informatie, telecommunicatie|activiteiten op gebied van film, tv, radio, audio|Televisie-omroepen
610|Winning van aardolie||winning van aardolie en aardgas|Winning van aardolie|
6110|Draadgebonden telecommunicatie|6110|informatie, telecommunicatie|telecommunicatie|Draadgebonden telecommunicatie
6120|Draadloze telecommunicatie|6120|informatie, telecommunicatie|telecommunicatie|Draadloze telecommunicatie
6130|Telecommunicatie via satelliet|6130|informatie, telecommunicatie|telecommunicatie|Telecommunicatie via satelliet
6190|Overige telecommunicatie|6190|informatie, telecommunicatie|telecommunicatie|Overige telecommunicatie
6201|Ontwikkelen, produceren en uitgeven van software|6201|informatie, telecommunicatie|activiteiten op het gebied van ict|Ontwikkelen, produceren en uitgeven van software
6202|Advisering op het gebied van informatietechnologie|6202|informatie, telecommunicatie|activiteiten op het gebied van ict|Advisering op het gebied van informatietechnologie
620202|Software consultancy||informatie, telecommunicatie|activiteiten op het gebied van ict|
6203|Beheer van computerfaciliteiten|6203|informatie, telecommunicatie|activiteiten op het gebied van ict|Beheer van computerfaciliteiten
6209|Overige dienstverlenende activiteiten op het gebied van informatietechnologie|6209|informatie, telecommunicatie|activiteiten op het gebied van ict|Overige dienstverlenende activiteiten op het gebied van informatietechnologie
6311|Gegevensverwerking, webhosting en aanverwante activiteiten|6311|overige niet hierboven genoemd|overige|Gegevensverwerking, webhosting en aanverwante activiteiten
6312|Webportals|6312|overige niet hierboven genoemd|overige|Webportals
6391|Persagentschappen|6391|overige niet hierboven genoemd|overige|Persagentschappen
6399|Overige dienstverlenende activiteiten op het gebied van informatie n.e.g.|6399|overige niet hierboven genoemd|overige|Overige dienstverlenende activiteiten op het gebied van informatie (rest)
6411|Centrale banken|6411|financiële dienstverlening,verhuur van roerend en onroerend goed|financiële dienstverlening en verzekeringen|Centrale banken
64191|Coöperatief georganiseerde banken|64191|financiële dienstverlening,verhuur van roerend en onroerend goed|financiële dienstverlening en verzekeringen|Coöperatief georganiseerde banken
64192|Effectenkredietinstellingen|64192|financiële dienstverlening,verhuur van roerend en onroerend goed|financiële dienstverlening en verzekeringen|Effectenkredietinstellingen
64193|Spaarbanken|64193|financiële dienstverlening,verhuur van roerend en onroerend goed|financiële dienstverlening en verzekeringen|Spaarbanken
64194|Algemene banken|64194|financiële dienstverlening,verhuur van roerend en onroerend goed|financiële dienstverlening en verzekeringen|Algemene banken
6420|Financiële holdings|6420|financiële dienstverlening,verhuur van roerend en onroerend goed|financiële dienstverlening en verzekeringen|Financiële holdings
64301|Beleggingsinstellingen in financiële activa|64301|financiële dienstverlening,verhuur van roerend en onroerend goed|financiële dienstverlening en verzekeringen|Beleggingsinstellingen in financiële activa
64302|Beleggingsinstellingen in vaste activa|64302|financiële dienstverlening,verhuur van roerend en onroerend goed|financiële dienstverlening en verzekeringen|Beleggingsinstellingen in vaste activa
64303|Beleggingsinstellingen met beperkte toetreding|64303|financiële dienstverlening,verhuur van roerend en onroerend goed|financiële dienstverlening en verzekeringen|Beleggingsinstellingen met beperkte toetreding
6491|Financiële lease|6491|financiële dienstverlening,verhuur van roerend en onroerend goed|financiële dienstverlening en verzekeringen|Financiële lease
64921|Hypotheekbanken en bouwfondsen|64921|financiële dienstverlening,verhuur van roerend en onroerend goed|financiële dienstverlening en verzekeringen|Hypotheekbanken en bouwfondsen
64922|Volkskredietbanken en commerciële financieringsmaatschappijen|64922|financiële dienstverlening,verhuur van roerend en onroerend goed|financiële dienstverlening en verzekeringen|Volkskredietbanken en commerciële financieringsmaatschappijen
64923|Participatiemaatschappijen|64923|financiële dienstverlening,verhuur van roerend en onroerend goed|financiële dienstverlening en verzekeringen|Participatiemaatschappijen
64924|Wisselmakelaars en overige kredietverstrekking|64924|financiële dienstverlening,verhuur van roerend en onroerend goed|financiële dienstverlening en verzekeringen|Wisselmakelaars en overige kredietverstrekking
6499|Overige financiële intermediatie|6499|financiële dienstverlening,verhuur van roerend en onroerend goed|financiële dienstverlening en verzekeringen|Overige financiële intermediatie
65111|Levensverzekeringen (geen herverzekering)|65111|financiële dienstverlening,verhuur van roerend en onroerend goed|financiële dienstverlening en verzekeringen|Levensverzekeringen (geen herverzekering)
65112|Naturaverzekeringen|65112|financiële dienstverlening,verhuur van roerend en onroerend goed|financiële dienstverlening en verzekeringen|Naturaverzekeringen
65113|Spaarkassen|65113|financiële dienstverlening,verhuur van roerend en onroerend goed|financiële dienstverlening en verzekeringen|Spaarkassen
6512|Schadeverzekeringen (geen herverzekering)|6512|financiële dienstverlening,verhuur van roerend en onroerend goed|financiële dienstverlening en verzekeringen|Schadeverzekeringen (geen herverzekering)
6520|Herverzekering|6520|financiële dienstverlening,verhuur van roerend en onroerend goed|financiële dienstverlening en verzekeringen|Herverzekering
65301|Bedrijfspensioenfondsen|65301|financiële dienstverlening,verhuur van roerend en onroerend goed|financiële dienstverlening en verzekeringen|Bedrijfstakpensioenfondsen
65302|Ondernemingspensioenfondsen en -spaarfondsen|65302|financiële dienstverlening,verhuur van roerend en onroerend goed|financiële dienstverlening en verzekeringen|Ondernemingspensioenfondsen en -spaarfondsen
65303|Beroepspensioenfondsen|65303|financiële dienstverlening,verhuur van roerend en onroerend goed|financiële dienstverlening en verzekeringen|Beroepspensioenfondsen
65309|Overige pensioenfondsen|65309|financiële dienstverlening,verhuur van roerend en onroerend goed|financiële dienstverlening en verzekeringen|Overige pensioenfondsen
6611|Beheer van financiële markten|6611|financiële dienstverlening,verhuur van roerend en onroerend goed|financiële dienstverlening en verzekeringen|Beheer van financiële markten
6612|Commissionairs en makelaars in effecten, beleggingsadviseurs e.d.|6612|financiële dienstverlening,verhuur van roerend en onroerend goed|financiële dienstverlening en verzekeringen|Commissionairs en makelaars in effecten, beleggingsadviseurs e.d.
66191|Administratiekantoren voor aandelen en obligaties|66191|financiële dienstverlening,verhuur van roerend en onroerend goed|financiële dienstverlening en verzekeringen|Administratiekantoren voor aandelen en obligaties
66192|Marketmakers|66192|financiële dienstverlening,verhuur van roerend en onroerend goed|financiële dienstverlening en verzekeringen|Marketmakers
66193|Hypotheek- en kredietbemiddeling, geldwisselkantoren, bank- en spaaragentschappen e.d.|66193|financiële dienstverlening,verhuur van roerend en onroerend goed|financiële dienstverlening en verzekeringen|Hypotheek- en kredietbemiddeling, geldwisselkantoren, bank- en spaaragentschappen e.d.
6621|Risicoanalisten en schadetaxateurs|6621|financiële dienstverlening,verhuur van roerend en onroerend goed|financiële dienstverlening en verzekeringen|Risicoanalisten en schadetaxateurs
6622|Assurantietussenpersonen|6622|financiële dienstverlening,verhuur van roerend en onroerend goed|financiële dienstverlening en verzekeringen|Assurantietussenpersonen
66291|Verzekeringsbeurzen|66291|financiële dienstverlening,verhuur van roerend en onroerend goed|financiële dienstverlening en verzekeringen|Verzekeringsbeurzen
66292|Actuariële en pensioenadviesbureaus; beheer en administratie van pensioenvermogens|66292|financiële dienstverlening,verhuur van roerend en onroerend goed|financiële dienstverlening en verzekeringen|Actuariële en pensioenadviesbureaus; beheer en administratie van pensioenvermogens
66293|Waarborgfondsen|66293|financiële dienstverlening,verhuur van roerend en onroerend goed|financiële dienstverlening en verzekeringen|Waarborgfondsen
66299|Overige dienstverlening op het gebied van verzekeringen en pensioenfondsen n.e.g.|66299|financiële dienstverlening,verhuur van roerend en onroerend goed|financiële dienstverlening en verzekeringen|Overige dienstverlening in verband met verzekeringen en pensioenfondsen
6630|Vermogensbeheer|6630|financiële dienstverlening,verhuur van roerend en onroerend goed|financiële dienstverlening en verzekeringen|Vermogensbeheer
6810|Handel in eigen onroerend goed|6810|financiële dienstverlening,verhuur van roerend en onroerend goed|verhuur van- en beheer/handel in onroerend goed|Handel in eigen onroerend goed
68201|Woningbouwverenigingen en -stichtingen|68201|financiële dienstverlening,verhuur van roerend en onroerend goed|verhuur van- en beheer/handel in onroerend goed|Woningbouwverenigingen en -stichtingen
68202|Gemeentelijke woningbedrijven|68202|financiële dienstverlening,verhuur van roerend en onroerend goed|verhuur van- en beheer/handel in onroerend goed|Gemeentelijke woningbedrijven
68203|Verhuur van overige woonruimte|68203|financiële dienstverlening,verhuur van roerend en onroerend goed|verhuur van- en beheer/handel in onroerend goed|Verhuur van overige woonruimte
68204|Verhuur van onroerend goed (niet van woonruimte)|68204|financiële dienstverlening,verhuur van roerend en onroerend goed|verhuur van- en beheer/handel in onroerend goed|Verhuur van onroerend goed (niet van woonruimte)
6831|Bemiddeling bij handel, huur of verhuur van onroerend goed|6831|financiële dienstverlening,verhuur van roerend en onroerend goed|verhuur van- en beheer/handel in onroerend goed|Bemiddeling bij handel, huur of verhuur van onroerend goed
6832|Beheer van onroerend goed|6832|financiële dienstverlening,verhuur van roerend en onroerend goed|verhuur van- en beheer/handel in onroerend goed|Beheer van onroerend goed
69101|Advocatenkantoren|69101|zakelijke dienstverlening|advocaten rechtskundige diensten, notarissen|Advocatenkantoren
69101|Advocatenkantoren, bewindvoerders en curatoren|69101|zakelijke dienstverlening|advocaten rechtskundige diensten, notarissen|Advocatenkantoren
69102|Rechtskundige adviesbureaus|69102|zakelijke dienstverlening|advocaten rechtskundige diensten, notarissen|Rechtskundige adviesbureaus
69103|Notariskantoren|69103|zakelijke dienstverlening|advocaten rechtskundige diensten, notarissen|Notariskantoren
69104|Deurwaarderskantoren|69104|zakelijke dienstverlening|advocaten rechtskundige diensten, notarissen|Deurwaarderskantoren
69105|Octrooibureaus|69105|zakelijke dienstverlening|advocaten rechtskundige diensten, notarissen|Octrooibureaus
69201|Registeraccountants|69201|zakelijke dienstverlening|accountancy, administratie|Registeraccountants
69202|Accountants-administratieconsulenten|69202|zakelijke dienstverlening|accountancy, administratie|Accountants-administratieconsulenten
69203|Boekhoudkantoren|69203|zakelijke dienstverlening|accountancy, administratie|Boekhoudkantoren
69204|Belastingconsulenten|69204|zakelijke dienstverlening|accountancy, administratie|Belastingconsulenten
69209|Overige administratiekantoren|69209|zakelijke dienstverlening|accountancy, administratie|Overige administratiekantoren
70101|Concerndiensten binnen eigen concern|70101|overige niet hierboven genoemd|overige|Concerndiensten binnen eigen concern
70102|Holdings (geen financiële)|70102|financiële dienstverlening,verhuur van roerend en onroerend goed|holdings|Holdings (geen financiële)
7021|Public relationsbureaus|7021|zakelijke dienstverlening|public relationsbureaus|Public relationsbureaus
70221|Organisatie-adviesbureaus|70221|zakelijke dienstverlening|managementadvies, economisch advies|Organisatie-adviesbureaus
70222|Advisering op het gebied van management en bedrijfsvoering (geen public relations en organisatie- adviesbureaus)|70222|zakelijke dienstverlening|managementadvies, economisch advies|Advisering op het gebied van management en bedrijfsvoering (geen public relations en organisatieadviesbureaus)
7111|Architecten|7111|architecten|architecten|
71111|Architecten (geen interieurarchitecten)|71111|zakelijke dienstverlening|architecten|Architecten
71112|Interieurarchitecten|71112|zakelijke dienstverlening|interieurarchitecten|Interieurarchitecten
7112|Ingenieurs en overig technisch ontwerp en advies|7112|zakelijke dienstverlening|technisch ontwerp, advies, keuring/research|Ingenieurs en overig technisch ontwerp en advies
711201|Technische ontwerp- en adviesbureaus voor burgerlijke en utiliteitsbouw||zakelijke dienstverlening|technisch ontwerp, advies, keuring/research|
71201|Keuring en controle van agrarische producten en voedingsmiddelen|71201|zakelijke dienstverlening|technisch ontwerp, advies, keuring/research|Keuring en controle van agrarische producten en voedingsmiddelen
71202|Keuring en controle van machines, apparaten en materialen|71202|zakelijke dienstverlening|technisch ontwerp, advies, keuring/research|Keuring en controle van machines, apparaten en materialen
71203|Overige keuring en controle|71203|zakelijke dienstverlening|technisch ontwerp, advies, keuring/research|Overige keuring en controle
72111|Biotechnologisch speur- en ontwikkelingswerk op het gebied van agrarische producten en processen|72111|zakelijke dienstverlening|technisch ontwerp, advies, keuring/research|Biotechnologisch speur- en ontwikkelingswerk op het gebied van agrarische producten en processen
72112|Biotechnologisch speur- en ontwikkelingswerk op het gebied van medische producten en farmaceutische processen en van voeding|72112|zakelijke dienstverlening|technisch ontwerp, advies, keuring/research|Biotechnologisch speur- en ontwikkelingswerk op het gebied van medische producten en farmaceutische processen en van voeding
72113|Biotechnologisch speur- en ontwikkelingswerk voor overige toepassingen|72113|zakelijke dienstverlening|technisch ontwerp, advies, keuring/research|Biotechnologisch speur- en ontwikkelingswerk voor overige toepassingen
72191|Speur- en ontwikkelingswerk op het gebied van landbouw en visserij (niet biotechnologisch)|72191|zakelijke dienstverlening|technisch ontwerp, advies, keuring/research|Speur- en ontwikkelingswerk op het gebied van landbouw en visserij (niet biotechnologisch)
72192|Technisch speur- en ontwikkelingswerk|72192|zakelijke dienstverlening|technisch ontwerp, advies, keuring/research|Technisch speur- en ontwikkelingswerk
72193|Speur- en ontwikkelingswerk op het gebied van gezondheid en voeding (niet biotechnologisch)|72193|zakelijke dienstverlening|technisch ontwerp, advies, keuring/research|Speur- en ontwikkelingswerk op het gebied van gezondheid en voeding (niet biotechnologisch)
72199|Overig natuurwetenschappelijk speur- en ontwikkelingswerk (niet biotechnologisch)|72199|zakelijke dienstverlening|technisch ontwerp, advies, keuring/research|Overig natuurwetenschappelijk speur- en ontwikkelingswerk (niet biotechnologisch)
7220|Speur- en ontwikkelingswerk op het gebied van de maatschappij- en geesteswetenschappen|7220|zakelijke dienstverlening|technisch ontwerp, advies, keuring/research|Speur- en ontwikkelingswerk op het gebied van de maatschappij- en geesteswetenschappen
7311|Reclamebureaus|7311|zakelijke dienstverlening|reclame en marktonderzoek|Reclamebureaus
731101|Reclame-ontwerp- en -adviesbureaus||zakelijke dienstverlening|reclame en marktonderzoek|
7312|Handel in advertentieruimte en -tijd|7312|zakelijke dienstverlening|reclame en marktonderzoek|Handel in advertentieruimte en -tijd
7320|Markt- en opinieonderzoekbureaus|7320|zakelijke dienstverlening|reclame en marktonderzoek|Markt- en opinieonderzoekbureaus
74101|Communicatie- en grafisch ontwerp|74101|zakelijke dienstverlening|design|Communicatie- en grafisch ontwerp
74102|Industrieel en productontwerp|74102|zakelijke dienstverlening|design|Industrieel en product ontwerp
74103|Interieur- en ruimtelijk ontwerp|74103|zakelijke dienstverlening|design|Interieur- en ruimtelijk ontwerp
74201|Fotografie|74201|zakelijke dienstverlening|overige zakelijke dienstverlening|Fotografie
742012|Fotografie (geen persfotografie)||zakelijke dienstverlening|overige zakelijke dienstverlening|
74202|Ontwikkelwinkels|74202|zakelijke dienstverlening|overige zakelijke dienstverlening|Ontwikkelwinkels
74203|Ontwikkelcentrales|74203|zakelijke dienstverlening|overige zakelijke dienstverlening|Ontwikkelcentrales
7430|Vertalers en tolken|7430|zakelijke dienstverlening|overige zakelijke dienstverlening|Vertalers en tolken
7490|Overige specialistische zakelijke dienstverlening|7490|zakelijke dienstverlening|overige zakelijke dienstverlening|Overige specialistische zakelijke dienstverlening
7500|Veterinaire dienstverlening|7500|overige niet hierboven genoemd|overige|Veterinaire dienstverlening
77111|Verhuur van personenauto s en lichte bedrijfsauto's (geen operational lease)|77111|financiële dienstverlening,verhuur van roerend en onroerend goed|verhuur van roerende goederen|Verhuur van personenauto's en lichte bedrijfsauto's (geen operational lease)
