bron_sbi_code|bron_omschrijving|cbs_sbi_code|q1|q2|q3
2420|Vervaardiging van stalen buizen, pijpen, holle profielen en fittings daarvoor|2420|productie, installatie, reparatie|productie|Vervaardiging van stalen buizen, pijpen, holle profielen en fittings daarvoor
2433|Koudvervormen en koudfelsen|2433|productie, installatie, reparatie|productie|Koudvervormen en koudfelsen
2441|Vervaardiging van edelmetalen|2441|productie, installatie, reparatie|productie|Vervaardiging van edelmetalen
2442|Vervaardiging van aluminium|2442|productie, installatie, reparatie|productie|Vervaardiging van aluminium
2443|Vervaardiging van lood, zink en tin|2443|productie, installatie, reparatie|productie|Vervaardiging van lood, zink en tin
2444|Vervaardiging van koper|2444|productie, installatie, reparatie|productie|Vervaardiging van koper
2445|Vervaardiging van overige non-ferrometalen|2445|productie, installatie, reparatie|productie|Vervaardiging van overige non-ferrometalen
2453|Gieten van lichte metalen|2453|productie, installatie, reparatie|productie|Gieten van lichte metalen
2454|Gieten van overige non-ferrometalen|2454|productie, installatie, reparatie|productie|Gieten van overige non-ferrometalen
2511|Vervaardiging van metalen constructiewerken en delen daarvan|2511|productie, installatie, reparatie|productie|Vervaardiging van metalen constructiewerken en delen daarvan
2512|Vervaardiging van metalen deuren, vensters en kozijnen|2512|productie, installatie, reparatie|productie|Vervaardiging van metalen deuren, vensters en kozijnen
2521|Vervaardiging van ketels en radiatoren voor centrale verwarming|2521|productie, installatie, reparatie|productie|Vervaardiging van ketels en radiatoren voor centrale verwarming
2529|Vervaardiging van metalen tanks en reservoirs|2529|productie, installatie, reparatie|productie|Vervaardiging van metalen tanks en reservoirs
2540|Vervaardiging van wapens en munitie|2540|productie, installatie, reparatie|productie|Vervaardiging van wapens en munitie
2550|Smeden, persen, stampen en profielwalsen van metaal; poedermetallurgie|2550|productie, installatie, reparatie|productie|Smeden, persen, stampen en profielwalsen van metaal; poedermetallurgie
2561|Oppervlaktebehandeling en bekleding van metaal|2561|productie, installatie, reparatie|productie|Oppervlaktebehandeling en bekleding van metaal
2562|Algemene metaalbewerking|2562|productie, installatie, reparatie|productie|Algemene metaalbewerking
2572|Vervaardiging van hang- en sluitwerk|2572|productie, installatie, reparatie|productie|Vervaardiging van hang- en sluitwerk
2573|Vervaardiging van gereedschap|2573|productie, installatie, reparatie|productie|Vervaardiging van gereedschap
2591|Vervaardiging van stalen vaten e.d.|2591|productie, installatie, reparatie|productie|Vervaardiging van stalen vaten e.d
2592|Vervaardiging van verpakkingsmiddelen van licht metaal|2592|productie, installatie, reparatie|productie|Vervaardiging van verpakkingsmiddelen van licht metaal
2593|Vervaardiging van artikelen van draad en van kettingen en veren|2593|productie, installatie, reparatie|productie|Vervaardiging van artikelen van draad en van kettingen en veren
2594|Vervaardiging van bouten, schroeven en moeren|2594|productie, installatie, reparatie|productie|Vervaardiging van bouten, schroeven en moeren
2599|Vervaardiging van overige producten van metaal n.e.g.|2599|productie, installatie, reparatie|productie|Vervaardiging van overige producten van metaal (rest)
2611|Vervaardiging van elektronische componenten|2611|productie, installatie, reparatie|productie|Vervaardiging van elektronische componenten
2612|Vervaardiging van elektronische printplaten|2612|productie, installatie, reparatie|productie|Vervaardiging van elektronische printplaten
2620|Vervaardiging van computers en randapparatuur|2620|productie, installatie, reparatie|productie|Vervaardiging van computers en randapparatuur
2630|Vervaardiging van communicatieapparatuur|2630|productie, installatie, reparatie|productie|Vervaardiging van communicatieapparatuur
2640|Vervaardiging van consumentenelektronica|2640|productie, installatie, reparatie|productie|Vervaardiging van consumentenelektronica
2651|Vervaardiging van meet-, regel-, navigatie- en controleapparatuur|2651|productie, installatie, reparatie|productie|Vervaardiging van meet-, regel-, navigatie- en controleapparatuur
2652|Vervaardiging van uurwerken|2652|productie, installatie, reparatie|productie|Vervaardiging van uurwerken
2660|Vervaardiging van bestralingsapparatuur en van elektromedische en elektrotherapeutische apparatuur|2660|productie, installatie, reparatie|productie|Vervaardiging van bestralingsapparatuur en van elektromedische en elektrotherapeutische apparatuur
2670|Vervaardiging van optische instrumenten en apparatuur|2670|productie, installatie, reparatie|productie|Vervaardiging van optische instrumenten en apparatuur
2680|Vervaardiging van informatiedragers|2680|productie, installatie, reparatie|productie|Vervaardiging van informatiedragers
2711|Vervaardiging van elektromotoren, elektrische generatoren en transformatoren|2711|productie, installatie, reparatie|productie|Vervaardiging van elektromotoren, elektrische generatoren en transformatoren
2712|Vervaardiging van schakel- en verdeelinrichtingen|2712|productie, installatie, reparatie|productie|Vervaardiging van schakel- en verdeelinrichtingen
2720|Vervaardiging van batterijen en accumulatoren|2720|productie, installatie, reparatie|productie|Vervaardiging van batterijen en accumulatoren
2731|Vervaardiging van kabels van optische vezels|2731|productie, installatie, reparatie|productie|Vervaardiging van kabels van optische vezels
2732|Vervaardiging van overige elektrische en elektronische kabel|2732|productie, installatie, reparatie|productie|Vervaardiging van overige elektrische en elektronische kabel
2733|Vervaardiging van schakelaars, stekkers, stopcontacten e.d.|2733|productie, installatie, reparatie|productie|Vervaardiging van schakelaars, stekkers, stopcontacten e.d.
2740|Vervaardiging van elektrische lampen en verlichtingsapparaten|2740|productie, installatie, reparatie|productie|Vervaardiging van elektrische lampen en verlichtingsapparaten
2751|Vervaardiging van elektrische huishoudapparaten|2751|productie, installatie, reparatie|productie|Vervaardiging van elektrische huishoudapparaten
2752|Vervaardiging van niet-elektrische huishoudapparaten|2752|productie, installatie, reparatie|productie|Vervaardiging van niet-elektrische huishoudapparaten
2790|Vervaardiging van overige elektrische apparatuur|2790|productie, installatie, reparatie|productie|Vervaardiging van overige elektrische apparatuur
2811|Vervaardiging van motoren en turbines (niet voor vliegtuigen, motorvoertuigen en bromfietsen)|2811|productie, installatie, reparatie|productie|Vervaardiging van motoren en turbines ( niet voor vliegtuigen, motorvoertuigen en bromfietsen)
2812|Vervaardiging van hydraulische apparatuur|2812|productie, installatie, reparatie|productie|Vervaardiging van hydraulische apparatuur
2813|Vervaardiging van niet-hydraulische pompen en compressoren|2813|productie, installatie, reparatie|productie|Vervaardiging van niet-hydraulische pompen en compressoren
2814|Vervaardiging van appendages|2814|productie, installatie, reparatie|productie|Vervaardiging van appendages
2815|Vervaardiging van tandwielen, lagers en overige drijfwerkelementen|2815|productie, installatie, reparatie|productie|Vervaardiging van tandwielen, lagers en overige drijfwerkelementen
2821|Vervaardiging van industriële ovens en branders|2821|productie, installatie, reparatie|productie|Vervaardiging van industriële ovens en branders
2822|Vervaardiging van hijs-, hef- en transportwerktuigen|2822|productie, installatie, reparatie|productie|Vervaardiging van hijs-, hef- en transportwerktuigen
2823|Vervaardiging van kantoormachines en -apparatuur (geen computers en randapparatuur)|2823|productie, installatie, reparatie|productie|Vervaardiging van kantoormachines en -apparatuur (geen computers en randapparatuur)
2824|Vervaardiging van pneumatisch en elektrisch handgereedschap|2824|productie, installatie, reparatie|productie|Vervaardiging van pneumatisch en elektrisch handgereedschap
2825|Vervaardiging van machines en apparaten voor industriële koeltechniek en klimaatregeling|2825|productie, installatie, reparatie|productie|Vervaardiging van machines en apparaten voor industriële koeltechniek en klimaatregeling
2829|Vervaardiging van overige machines en apparaten voor algemeen gebruik n.e.g.|2829|productie, installatie, reparatie|productie|Vervaardiging van overige machines en apparaten voor algemeen gebruik (rest)
2830|Vervaardiging van machines en werktuigen voor de land- en bosbouw|2830|productie, installatie, reparatie|productie|Vervaardiging van machines en werktuigen voor de land- en bosbouw
2841|Vervaardiging van gereedschapswerktuigen voor metaalbewerking|2841|productie, installatie, reparatie|productie|Vervaardiging van gereedschapswerktuigen voor metaalbewerking
2849|Vervaardiging van gereedschapswerktuigen niet voor metaalbewerking|2849|productie, installatie, reparatie|productie|Vervaardiging van gereedschapswerktuigen niet voor metaalbewerking
2891|Vervaardiging van machines voor de metallurgie|2891|productie, installatie, reparatie|productie|Vervaardiging van machines voor de metallurgie
2892|Vervaardiging van machines voor de bouw en winning van delfstoffen|2892|productie, installatie, reparatie|productie|Vervaardiging van machines voor de bouw en winning van delfstoffen
2893|Vervaardiging van machines voor de productie van voedings- en genotmiddelen|2893|productie, installatie, reparatie|productie|Vervaardiging van machines voor de productie van voedings- en genotmiddelen
2894|Vervaardiging van machines voor de productie van textiel, kleding en leer|2894|productie, installatie, reparatie|productie|Vervaardiging van machines voor de productie van textiel, kleding en leer
2895|Vervaardiging van machines voor de productie van papier en karton|2895|productie, installatie, reparatie|productie|Vervaardiging van machines voor de productie van papier en karton
2899|Vervaardiging van overige machines, apparaten en werktuigen voor specifieke doeleinden n.e.g.|2899|productie, installatie, reparatie|productie|Vervaardiging van overige machines, apparaten en werktuigen voor specifieke doeleinden (rest)
2910|Vervaardiging van auto's|2910|productie, installatie, reparatie|productie|Vervaardiging van auto's
29201|Carrosseriebouw|29201|productie, installatie, reparatie|productie|Carrosseriebouw
29202|Vervaardiging van aanhangwagens en opleggers|29202|productie, installatie, reparatie|productie|Vervaardiging van aanhangwagens en opleggers
2931|Vervaardiging van elektrische en elektronische onderdelen en toebehoren voor auto's|2931|productie, installatie, reparatie|productie|Vervaardiging van elektrische en elektronische onderdelen en toebehoren voor auto's
2932|Vervaardiging van niet-elektrische en -elektronische onderdelen en toebehoren voor auto's|2932|productie, installatie, reparatie|productie|Vervaardiging van niet-elektrische en -elektronische onderdelen en toebehoren voor auto's
3011|Bouw van schepen en drijvend materieel (geen sport- en recreatievaartuigen)|3011|productie, installatie, reparatie|productie|Bouw van schepen en drijvend materieel (geen sport- en recreatievaartuigen)
3012|Bouw van sport- en recreatievaartuigen|3012|productie, installatie, reparatie|productie|Bouw van sport- en recreatievaartuigen
3020|Vervaardiging van rollend spoor- en tramwegmaterieel|3020|productie, installatie, reparatie|productie|Vervaardiging van rollend spoor- en tramwegmaterieel
3030|Vervaardiging van vliegtuigen en onderdelen daarvoor|3030|productie, installatie, reparatie|productie|Vervaardiging van vliegtuigen en onderdelen daarvoor
3091|Vervaardiging van motor- en bromfietsen|3091|productie, installatie, reparatie|productie|Vervaardiging van motor- en bromfietsen
3092|Vervaardiging van fietsen en invalidenwagens|3092|productie, installatie, reparatie|productie|Vervaardiging van fietsen en invalidenwagens
3099|Vervaardiging van overige transportmiddelen n.e.g.|3099|productie, installatie, reparatie|productie|Vervaardiging van overige transportmiddelen (rest)
31011|Interieurbouw|31011|productie, installatie, reparatie|productie|Interieurbouw
31012|Vervaardiging van bedrijfsmeubels|31012|productie, installatie, reparatie|productie|Vervaardiging van bedrijfsmeubels
3102|Vervaardiging van keukenmeubels|3102|productie, installatie, reparatie|productie|Vervaardiging van keukenmeubels
3103|Vervaardiging van matrassen|3103|productie, installatie, reparatie|productie|Vervaardiging van matrassen
3109|Vervaardiging van overige meubels|3109|productie, installatie, reparatie|productie|Vervaardiging van overige meubels
311|Zee- en kustvisserij||visserij en kweken van vis/schaaldieren|visserij|
312|Binnenvisserij||visserij en kweken van vis/schaaldieren|visserij|
321|Kweken van zeevis en -schaaldieren|321|visserij en kweken van vis/schaaldieren|Kweken van zeevis en -schaaldieren|
3211|Slaan van munten en medailles|3211|productie, installatie, reparatie|productie|Slaan van munten en medailles
3212|Bewerken van edelstenen en vervaardiging van sieraden e.d. (geen imitatie)|3212|productie, installatie, reparatie|productie|Bewerken van edelstenen en vervaardiging van sieraden e.d. (geen imitatie)
3213|Vervaardiging van imitatiesieraden|3213|productie, installatie, reparatie|productie|Vervaardiging van imitatiesieraden
322|Kweken van zoetwatervis en -schaaldieren|322|visserij en kweken van vis/schaaldieren|Kweken van zoetwatervis en -schaaldieren|
3220|Vervaardiging van muziekinstrumenten|3220|productie, installatie, reparatie|productie|Vervaardiging van muziekinstrumenten
3230|Vervaardiging van sportartikelen|3230|productie, installatie, reparatie|productie|Vervaardiging van sportartikelen
3240|Vervaardiging van speelgoed en spellen|3240|productie, installatie, reparatie|productie|Vervaardiging van spellen en speelgoed
32501|Tandtechnische bedrijven|32501|productie, installatie, reparatie|productie|Tandtechnische bedrijven
32502|Vervaardiging van medische instrumenten en hulpmiddelen (geen tandtechniek)|32502|productie, installatie, reparatie|productie|Vervaardiging van medische instrumenten en hulpmiddelen (geen tandtechniek)
3291|Vervaardiging van borstelwaren|3291|productie, installatie, reparatie|productie|Vervaardiging van borstelwaren
32991|Sociale werkvoorziening|32991|productie, installatie, reparatie|productie|Sociale werkvoorziening
32999|Vervaardiging van overige goederen n.e.g.|32999|productie, installatie, reparatie|productie|Vervaardiging van overige goederen (rest)
3311|Reparatie van producten van metaal|3311|productie, installatie, reparatie|reparatie (geen bouw)|Reparatie van producten van metaal
33121|Reparatie en onderhoud van machines voor algemeen gebruik en machine-onderdelen (geen gereedschap)|33121|productie, installatie, reparatie|reparatie (geen bouw)|Reparatie en onderhoud van machines voor algemeen gebruik en machine-onderdelen (geen gereedschap)
33122|Reparatie en onderhoud van pneumatisch en elektrisch gereedschap en gereedschapswerktuigen|33122|productie, installatie, reparatie|reparatie (geen bouw)|Reparatie en onderhoud van pneumatisch en elektrisch gereedschap en gereedschapswerktuigen
33123|Reparatie en onderhoud van machines voor een specifieke bedrijfstak|33123|productie, installatie, reparatie|reparatie (geen bouw)|Reparatie en onderhoud van machines voor een specifieke bedrijfstak
3313|Reparatie van elektronische en optische apparatuur|3313|productie, installatie, reparatie|reparatie (geen bouw)|Reparatie en onderhoud van elektronische en optische apparatuur
3314|Reparatie van elektrische apparatuur|3314|productie, installatie, reparatie|reparatie (geen bouw)|Reparatie van elektrische apparatuur
3315|Reparatie en onderhoud van schepen|3315|productie, installatie, reparatie|reparatie (geen bouw)|Reparatie en onderhoud van schepen
3316|Reparatie en onderhoud van vliegtuigen|3316|productie, installatie, reparatie|reparatie (geen bouw)|Reparatie en onderhoud van vliegtuigen
3317|Reparatie en onderhoud van overige transportmiddelen|3317|productie, installatie, reparatie|reparatie (geen bouw)|Reparatie en onderhoud van overige transportmiddelen
3319|Reparatie van overige apparatuur|3319|productie, installatie, reparatie|reparatie (geen bouw)|Reparatie en onderhoud van overige toebehoren
3321|Installatie van ketels en tanks|3321|productie, installatie, reparatie|installatie (geen bouw)|Installatie van ketels en tanks
33221|Installatie van machines voor algemeen gebruik (geen gereedschap)|33221|productie, installatie, reparatie|installatie (geen bouw)|Installatie van machines voor algemeen gebruik (geen gereedschap)
33222|Installatie van pneumatisch en elektrisch gereedschap en gereedschapswerktuigen|33222|productie, installatie, reparatie|installatie (geen bouw)|Installatie van pneumatisch en elektrisch gereedschap en gereedschapswerktuigen
33223|Installatie van machines voor een specifieke bedrijfstak|33223|productie, installatie, reparatie|installatie (geen bouw)|Installatie van machines voor een specifieke bedrijfstak
3323|Installatie van elektronische en optische apparatuur|3323|productie, installatie, reparatie|installatie (geen bouw)|Installatie van elektronische en optische apparatuur
3324|Installatie van elektrische apparatuur|3324|productie, installatie, reparatie|installatie (geen bouw)|Installatie van elektrische apparatuur
3329|Installatie van overige toebehoren|3329|productie, installatie, reparatie|installatie (geen bouw)|Installatie van overige toebehoren
35111|Productie van elektriciteit door thermische, kern- en warmtekrachtcentrales|35111|productie, installatie, reparatie|productie|Productie van elektriciteit door thermische, en nucleaire installaties
35112|Productie van elektriciteit door windenergie|35112|productie, installatie, reparatie|productie|Productie van elektriciteit door windenergie
35113|Productie van elektriciteit door zonnecellen, warmtepompen en waterkracht|35113|productie, installatie, reparatie|productie|Productie van elektriciteit door zonnecellen, en waterkracht
3512|Beheer en exploitatie van transportnetten voor elektriciteit, aardgas en warm water|3512|productie, installatie, reparatie|productie|Beheer en exploitatie van transportnetten voor elektriciteit, aardgas en warm water
3513|Distributie van elektriciteit en gasvormige brandstoffen via leidingen|3513|productie, installatie, reparatie|productie|Distributie van elektriciteit en gasvormige brandstoffen via leidingen
3514|Handel in elektriciteit en in gas via leidingen|3514|productie, installatie, reparatie|productie|Handel in elektriciteit en in gas via leidingen
3520|Productie van aardgas|3520|productie, installatie, reparatie|productie|Productie van biogas
3530|Productie en distributie van stoom en gekoelde lucht|3530|productie, installatie, reparatie|productie|Productie en distributie van stoom, warm water en gekoelde lucht
3600|Winning en distributie van water|3600|overige niet hierboven genoemd|overige|Winning en distributie van water
3700|Afvalwaterinzameling en -behandeling|3700|overige niet hierboven genoemd|overige|Afvalwaterinzameling en -behandeling
3811|Inzameling van onschadelijk afval|3811|overige niet hierboven genoemd|overige|Inzameling van onschadelijk afval
3812|Inzameling van schadelijk afval|3812|overige niet hierboven genoemd|overige|Inzameling van schadelijk afval
3821|Behandeling van onschadelijk afval|3821|overige niet hierboven genoemd|overige|Behandeling van onschadelijk afval
3822|Behandeling van schadelijk afval|3822|overige niet hierboven genoemd|overige|Behandeling van schadelijk afval
3831|Sloop van schepen, witgoed, computers e.d.|3831|overige niet hierboven genoemd|overige|Sloop van schepen, witgoed, computers e.d.
3832|Gesorteerd materiaal voorbereiden tot recycling|3832|overige niet hierboven genoemd|overige|Gesorteerd materiaal voorbereiden tot recycling
3900|Sanering en overig afvalbeheer|3900|overige niet hierboven genoemd|overige|Sanering en overig afvalbeheer
4110|Projectontwikkeling|4110|overige niet hierboven genoemd|overige|Projectontwikkeling
4120|Algemene burgerlijke en utiliteitsbouw|4120|bouw|bouw/utiliteitsbouw algemeen|Algemene burgerlijke en utiliteitsbouw
42111|Wegenbouw|42111|bouw|grond, water, wegenbouw|Wegenbouw
42112|Stratenmaken|42112|bouw|grond, water, wegenbouw|Stratenmaken
4212|Bouw van boven- en ondergrondse spoorwegen|4212|bouw|grond, water, wegenbouw|Bouw van boven- en ondergrondse spoorwegen
4213|Bouw van kunstwerken|4213|bouw|grond, water, wegenbouw|Bouw van kunstwerken
4221|Leggen van rioleringen, buizen en pijpleidingen; aanleg van bronbemaling|4221|bouw|grond, water, wegenbouw|Leggen van rioleringen, buizen en pijpleidingen; aanleg van bronbemaling
4222|Leggen van elektriciteits- en telecommunicatiekabels|4222|bouw|grond, water, wegenbouw|Leggen van elektriciteits- en telecommunicatiekabels
4291|Natte waterbouw|4291|bouw|grond, water, wegenbouw|Natte waterbouw
4299|Bouw van overige civieltechnische werken (rest)|4299|bouw|grond, water, wegenbouw|Bouw van overige civieltechnische werken (rest)
4311|Slopen van bouwwerken|4311|bouw|bouw overig|Slopen van bouwwerken
4312|Grondverzet|4312|bouw|bouw overig|Grondverzet
4321|Elektrotechnische bouwinstallatie|4321|bouw|bouwinstallatie|Elektrotechnische bouwinstallatie
432101|Installatie van verlichting, telecom en alarm in gebouwen||bouw|bouwinstallatie|
43221|Loodgieters- en fitterswerk; installatie van sanitair|43221|bouw|bouwinstallatie|Loodgieters- en fitterswerk; installatie van sanitair
43222|Installatie van verwarmings- en luchtbehandelingsapparatuur|43222|bouw|bouwinstallatie|Installatie van verwarmings- en luchtbehandelingsapparatuur
4329|Overige bouwinstallatie|4329|bouw|bouwinstallatie|Overige bouwinstallatie
4331|Stukadoren|4331|bouw|afwerking van gebouwen|Stukadoren
4332|Bouwtimmeren|4332|bouw|afwerking van gebouwen|Bouwtimmeren
4333|Afwerking van vloeren en wanden|4333|bouw|afwerking van gebouwen|Afwerken van vloeren en wanden
4334|Schilderen en glaszetten|4334|bouw|afwerking van gebouwen|Schilderen en glaszetten
4339|Overige afwerking van gebouwen|4339|bouw|afwerking van gebouwen|Overige afwerken van gebouwen
4391|Dakdekken en bouwen van dakconstructies|4391|bouw|dak- en overige gespecialiseerde bouw|Dakdekken en bouwen van dakconstructies
43991|Heien en andere funderingswerkzaamheden|43991|bouw|dak- en overige gespecialiseerde bouw|Heien en andere funderingswerkzaamheden
43992|Vlechten van betonstaal|43992|bouw|dak- en overige gespecialiseerde bouw|Vlechten van betonstaal
43993|Metselen en voegen|43993|bouw|dak- en overige gespecialiseerde bouw|Metselen en voegen
43999|Overige gespecialiseerde werkzaamheden in de bouw (rest)|43999|bouw|dak- en overige gespecialiseerde bouw|Overige gespecialiseerde werkzaamheden in de bouw (rest)
45111|Import van nieuwe personenauto's en lichte bedrijfsauto's|45111|handel, vervoer, opslag|handel en reparatie van auto s|Import van nieuwe personenauto’s en lichte bedrijfsauto's
45112|Handel in en reparatie van personenauto s en lichte bedrijfsauto's (geen import van nieuwe)|45112|handel, vervoer, opslag|handel en reparatie van auto s|Handel in en reparatie van personenauto’s en lichte bedrijfswagens (geen import van nieuwe)
45112|Handel in en reparatie van personenauto's en lichte bedrijfsauto's (geen import van nieuwe)|45112|handel, vervoer, opslag|handel en reparatie van auto s|Handel in en reparatie van personenauto’s en lichte bedrijfswagens (geen import van nieuwe)
45191|Import van nieuwe bedrijfsauto's|45191|handel, vervoer, opslag|handel en reparatie van auto s|Import van nieuwe bedrijfsauto's
45192|Handel in en reparatie van zwaardere bedrijfsauto's (geen import van nieuwe)|45192|handel, vervoer, opslag|handel en reparatie van auto s|Handel in en reparatie van zwaardere bedrijfsauto's (geen import van nieuwe)
45193|Handel in en reparatie van aanhangwagens en opleggers (geen caravans)|45193|handel, vervoer, opslag|handel en reparatie van auto s|Handel in en reparatie van aanhangwagens en opleggers (geen caravans)
45194|Handel in en reparatie van caravans|45194|handel, vervoer, opslag|handel en reparatie van auto s|Handel in en reparatie van caravans
45201|Auto-onderdelenservicebedrijven|45201|handel, vervoer, opslag|handel en reparatie van auto s|Auto-onderdelenservicebedrijven
45202|Bandenservicebedrijven|45202|handel, vervoer, opslag|handel en reparatie van auto s|Bandenservicebedrijven
45203|Reparatie van specifieke auto-onderdelen|45203|handel, vervoer, opslag|handel en reparatie van auto s|Reparatie van specifieke auto-onderdelen
45204|Carrosserieherstel|45204|handel, vervoer, opslag|handel en reparatie van auto s|Carrosserieherstel
45205|Overige gespecialiseerde reparatie en slepen van auto's|45205|handel, vervoer, opslag|handel en reparatie van auto s|Overige gespecialiseerde reparatie en slepen van auto's
45311|Groothandel en handelsbemiddeling in auto-onderdelen en -accessoires (geen banden)|45311|handel, vervoer, opslag|handel en reparatie van auto s|Groothandel en handelsbemiddeling in auto-onderdelen en accessoires (geen banden)
45312|Groothandel en handelsbemiddeling in banden|45312|handel, vervoer, opslag|handel en reparatie van auto s|Groothandel en handelsbemiddeling in banden
4532|Detailhandel in auto-onderdelen en -accessoires|4532|handel, vervoer, opslag|handel en reparatie van auto s|Detailhandel in auto-onderdelen en accessoires
45401|Groothandel en handelsbemiddeling in motorfietsen en onderdelen daarvan|45401|handel, vervoer, opslag|handel en reparatie van auto s|Groothandel en handelsbemiddeling in motorfietsen en onderdelen daarvan
45402|Detailhandel in en reparatie van motorfietsen en onderdelen daarvan|45402|handel, vervoer, opslag|handel en reparatie van auto s|Detailhandel in en reparatie van motorfietsen en onderdelen daarvan
4611|Handelsbemiddeling in landbouwproducten, levende dieren en grondstoffen voor textiel en voedingsmiddelen|4611|handel, vervoer, opslag|handelsbemiddeling (tussenpersoon, verkoopt niet zelf)|Handelsbemiddeling in landbouwproducten, levende dieren en grondstoffen voor textiel en voedingsmiddelen
4612|Handelsbemiddeling in brandstoffen, ertsen, metalen en chemische producten|4612|handel, vervoer, opslag|handelsbemiddeling (tussenpersoon, verkoopt niet zelf)|Handelsbemiddeling in brandstoffen, ertsen, metalen en chemische producten
4613|Handelsbemiddeling in hout, vlakglas, sanitair en bouwmaterialen|4613|handel, vervoer, opslag|handelsbemiddeling (tussenpersoon, verkoopt niet zelf)|Handelsbemiddeling in hout, vlakglas, sanitair en bouwmaterialen
4614|Handelsbemiddeling in machines, technische benodigdheden, schepen en vliegtuigen|4614|handel, vervoer, opslag|handelsbemiddeling (tussenpersoon, verkoopt niet zelf)|Handelsbemiddeling in machines, technische benodigdheden, schepen en vliegtuigen
4615|Handelsbemiddeling in meubels, huishoudelijke artikelen en ijzerwaren|4615|handel, vervoer, opslag|handelsbemiddeling (tussenpersoon, verkoopt niet zelf)|Handelsbemiddeling in meubels, huishoudelijke artikelen en ijzerwaren
4616|Handelsbemiddeling in textiel, kleding, schoeisel en lederwaren|4616|handel, vervoer, opslag|handelsbemiddeling (tussenpersoon, verkoopt niet zelf)|Handelsbemiddeling in textiel, kleding, schoeisel en lederwaren
4617|Handelsbemiddeling in voedings- en genotmiddelen|4617|handel, vervoer, opslag|handelsbemiddeling (tussenpersoon, verkoopt niet zelf)|Handelsbemiddeling in voedings- en genotmiddelen
4618|Handelsbemiddeling gespecialiseerd in overige goederen|4618|handel, vervoer, opslag|handelsbemiddeling (tussenpersoon, verkoopt niet zelf)|Handelsbemiddeling gespecialiseerd in overige goederen
4619|Niet-gespecialiseerde handelsbemiddeling|4619|handel, vervoer, opslag|handelsbemiddeling (tussenpersoon, verkoopt niet zelf)|Niet-gespecialiseerde handelsbemiddeling
46211|Groothandel in granen|46211|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in granen
46212|Groothandel in zaden, pootgoed en peulvruchten|46212|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in zaden, pootgoed en peulvruchten
46213|Groothandel in hooi, stro en ruwvoeder|46213|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in hooi, stro en ruwvoeder
46214|Groothandel in meng- en krachtvoeder|46214|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in meng- en krachtvoeder
46215|Groothandel in veevoeder (geen ruw-, meng- en krachtvoeder)|46215|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in veevoeder (geen ruw-, meng- en krachtvoeder)
46216|Groothandel in ruwe plantaardige en dierlijke oliën en vetten en oliehoudende grondstoffen|46216|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in ruwe plantaardige en dierlijke oliën en vetten en oliehoudende grondstoffen
46217|Groothandel in ruwe tabak|46217|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in ruwe tabak
46218|Groothandel in akkerbouwproducten en veevoeder algemeen assortiment|46218|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in akkerbouwproducten en veevoeder algemeen assortiment
46219|Groothandel in overige akkerbouwproducten|46219|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in overige akkerbouwproducten
4622|Groothandel in bloemen en planten|4622|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in bloemen en planten
46231|Groothandel in levend vee|46231|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in levend vee
46232|Groothandel in huisdieren, siervissen, siervogels en wilde dieren|46232|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in huisdieren, siervissen, siervogels en wilde dieren
46241|Groothandel in huiden en vellen|46241|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in huiden en vellen
46242|Groothandel in leer en halffabrikaten van leer|46242|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in leer en halffabrikaten van leer
46311|Groothandel in groenten en fruit|46311|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in groenten en fruit
46312|Groothandel in consumptie-aardappelen|46312|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in consumptie-aardappelen
4632|Groothandel in vlees en vleeswaren en in wild en gevogelte (niet levend)|4632|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in vlees en vleeswaren en in wild en gevogelte (niet levend)
